0.76019,214.91,14.604,7.4119,-1.3907
1.4026,259.26,12.014,4.2665,-1.5103
1.9319,400.06,10.48,2.8736,1.5424
0.62445,446.2,14.028,6.3333,1.485
1.7367,490.63,15.701,8.4723,1.296
721.84,138.39,24.238,22.678,0.47257
792.57,138.42,24.319,22.22,0.74844
650.32,139.94,23.755,22.968,0.10743
579.5,142.71,23.521,22.434,-0.35887
510.62,146.91,23.1,21.54,-0.70466
721.86,138.1,11.77,11.022,0.49328
792.65,138.14,11.782,10.789,0.75382
650.33,139.82,11.672,11.094,0.17318
444.86,152.05,22.637,20.436,-0.90868
579.42,142.5,11.486,10.893,-0.14232
510.58,146.6,11.239,10.644,-0.69193
382.88,157.94,22.025,19.173,-0.98758
444.7,151.73,11.001,9.9552,-0.88459
325.11,164.4,21.334,17.761,-1.0843
382.71,157.7,10.694,9.2786,-0.99882
271.91,171.07,20.717,16.311,-1.162
324.98,164.13,10.405,8.5997,-1.0462
223.28,178.09,19.852,14.884,-1.2088
271.82,170.95,10.065,7.9285,-1.2436
223.2,177.93,9.584,7.2468,-1.2282
725.36,209.18,24.66,23.774,0.77893
797.26,209.38,24.859,23.112,0.98541
652.71,210.17,24.311,24.011,0.73649
580.79,212.15,23.844,23.61,-0.74954
510.93,214.93,23.572,22.427,-0.95836
444.14,218.48,23.063,21.332,-1.0908
725.33,209.05,12.046,11.57,1.064
797.35,209.11,12.184,11.332,1.0275
652.67,209.91,11.832,11.723,0.64755
580.54,211.76,11.695,11.4,-0.78241
381.27,222.69,22.414,19.95,-1.1544
510.79,214.8,11.426,10.913,-0.87743
323.04,227.08,21.57,18.524,-1.2568
444.1,218.18,11.207,10.334,-1.1078
269.38,231.8,20.843,16.883,-1.2925
381.13,222.47,10.908,9.6874,-1.1211
322.87,226.86,10.509,9.036,-1.3043
220.45,236.64,20.193,15.342,-1.3462
269.27,231.66,10.153,8.2641,-1.2937
220.25,236.53,9.7677,7.4359,-1.3107
654.22,283.26,24.767,24.438,1.1963
727.55,282.83,25.048,24.378,1.2043
800.12,283.08,25.169,23.793,1.2492
581.62,284.03,24.309,23.953,-1.3585
511.07,285.48,23.899,22.964,-1.3005
443.77,287.25,23.333,21.825,-1.3672
380.61,289.36,22.677,20.317,-1.387
321.98,291.57,21.734,18.84,-1.4221
654.18,283.02,12.091,11.824,1.3926
727.57,282.78,12.183,11.766,1.0774
800.21,283,12.313,11.612,1.2692
581.52,283.96,12.014,11.643,-1.4496
267.99,294.1,21.113,17.132,-1.4447
510.92,285.37,11.605,11.176,-1.4008
218.98,296.66,20.333,15.564,-1.4608
443.59,287.08,11.267,10.593,-1.4474
380.41,289.2,11.092,9.799,-1.4403
321.84,291.61,10.632,9.1037,-1.4188
267.87,293.99,10.256,8.17,-1.4158
218.7,296.53,9.869,7.4564,-1.4856
511.28,357.23,24.068,23.086,1.4827
582,357.38,24.584,23.986,1.3694
654.71,357.59,24.918,24.386,1.4347
728.26,357.88,25.16,24.513,1.5166
800.94,358.12,25.233,24.021,1.4968
443.77,357.2,23.44,21.904,1.5255
321.85,357.21,21.934,18.871,1.5292
380.47,357.25,22.656,20.493,1.5159
267.85,357.28,21.111,17.221,1.5461
218.56,357.37,20.323,15.683,1.5687
511.19,357.14,11.724,11.182,-1.5401
581.93,357.23,11.993,11.649,1.4009
654.74,357.5,12.168,11.967,1.5012
321.73,357.13,10.687,9.0964,1.5384
380.39,357.1,11.112,9.7484,1.5314
443.59,357.04,11.33,10.62,-1.5608
728.28,357.84,12.236,11.761,1.5438
801.1,358.07,12.3,11.64,1.4926
218.43,357.32,9.8981,7.6462,-1.5689
