1.8688,190.89,9.5563,4.6908,-1.3364
8.5546,263.25,13.556,9.0922,-1.109
1.8782,302.25,13.382,8.6444,-1.25
1017.5,245.44,13.334,8.6125,1.1254
1023,282.76,12.674,6.9242,1.4011
1018,449.04,14.971,10.148,1.5013
390.94,168.16,15.696,13.401,-0.33881
437.65,167.61,15.873,13.565,-0.19877
485.06,167.68,15.911,13.647,-0.09427
532.75,168.37,15.941,13.728,0.058637
344.98,169.24,15.547,13.097,-0.43964
580.32,169.44,15.743,13.626,0.2018
627.12,171.17,15.701,13.311,0.32696
673.08,173.39,15.579,13.069,0.46382
391.01,167.97,7.5617,6.5592,-0.42528
437.71,167.45,7.6243,6.6518,-0.061696
485.26,167.51,7.6113,6.6253,-0.192
345.12,168.97,7.4763,6.5185,-0.45514
532.84,168.26,7.8124,6.5589,0.18597
580.33,169.24,7.6702,6.7091,0.26979
717.75,175.88,15.404,12.798,0.53808
627.25,170.95,7.5723,6.4901,0.34887
760.91,179.03,15.091,12.298,0.63189
673.25,173.24,7.6199,6.2732,0.43055
87.201,181.37,9.4801,13.987,0.6486
717.82,175.79,7.517,6.0851,0.60641
760.97,178.83,7.3942,6.0179,0.63992
55.275,185,13.436,8.9733,-0.95975
25.289,188.87,8.4336,13.137,0.59309
980.34,205.1,13.674,8.9704,0.9925
435.23,209.88,16.26,14.421,-0.1963
387.39,210.27,16.02,14.243,-0.39482
483.81,210.14,16.185,14.471,-0.031692
532.7,210.68,16.201,14.575,0.086729
1009.4,208.8,13.42,8.2887,1.0619
340.53,210.99,15.989,13.826,-0.46959
581.35,211.73,16.223,14.464,0.23678
629.38,213.34,16.066,14.317,0.43922
980.5,205,3.9333,5.5915,-0.58996
676.39,215.24,15.97,13.989,0.5207
387.4,210.08,7.8221,6.9717,-0.42187
435.37,209.79,7.7319,7.1255,-0.23118
483.81,209.9,7.9778,7.0858,-0.030385
532.76,210.55,7.9259,7.0334,0.16779
721.96,217.55,15.832,13.535,0.67074
340.53,210.85,7.7222,6.7004,-0.52954
1009.6,208.93,5.5647,3.8316,0.96944
581.35,211.68,7.6754,6.9808,0.1679
78.875,219.14,13.986,9.9712,-1.002
629.34,213.01,7.8243,7.0096,0.42223
766.08,220.17,15.54,12.941,0.74106
676.47,214.93,7.795,6.7722,0.57707
46.663,222.29,13.717,9.4,-1.0128
722.07,217.34,7.6803,6.6155,0.61578
16.577,225.28,13.418,8.7129,-1.0591
766.03,219.95,7.5225,6.3473,0.80216
988.63,242.61,14.013,9.3276,1.0953
988.8,242.51,5.9516,4.2024,1.0122
383.99,254.65,16.466,14.961,-0.44497
433.03,254.63,16.584,15.258,-0.28121
336.27,254.99,16.228,14.613,-0.60468
482.58,254.94,16.654,15.271,-0.061622
532.5,255.49,16.662,15.497,0.07913
1017.9,245.42,5.9115,3.7501,1.145
582.33,256.5,16.535,15.229,0.31179
631.4,257.87,16.543,14.927,0.43336
679.36,259.33,16.212,14.652,0.63943
70.948,258.68,14.263,10.282,-1.0614
725.94,261.28,16.028,14.072,0.74293
384.01,254.62,7.9838,7.4139,-0.3969
432.96,254.57,7.9955,7.492,-0.33045
482.69,254.67,8.0763,7.5068,-0.12081
38.605,261,13.856,9.6932,-1.1033
336.32,254.91,7.8269,7.0024,-0.51175
532.73,255.44,8.0905,7.5629,0.13195
582.45,256.39,7.8197,7.4584,0.097244
770.74,263.49,15.78,13.553,0.8059
631.43,257.67,7.8553,7.3949,0.47495
679.41,259.26,7.9423,7.1627,0.65558
726.15,261.13,7.7932,6.8242,0.64562
770.84,263.2,7.6667,6.583,0.81084
996.19,281.74,14.246,9.6744,1.1656
996.28,281.68,5.922,4.3771,1.1907
332.08,301.22,16.537,15.218,-0.67207
380.86,301.25,16.672,15.653,-0.5476
63.708,299.87,14.52,10.763,-1.1658
430.76,301.58,16.916,15.963,-0.27147
481.41,301.94,16.881,16.097,-0.15022
532.27,302.61,16.985,16.003,0.07406
583.2,303.47,16.873,15.914,0.37615
31.324,301.12,14.085,9.9265,-1.1635
633.2,304.59,16.79,15.702,0.49385
682.08,305.7,16.574,15.257,0.6992
729.4,307.12,16.36,14.866,0.84667
332.23,301.06,7.9889,7.3351,-0.67082
380.83,301.1,8.2257,7.5377,-0.54475
774.99,308.63,16.147,14.222,0.92938
430.81,301.35,8.199,7.7159,-0.25607
481.46,301.79,8.3289,7.8782,-0.2629
532.37,302.49,8.4041,7.7105,0.01891
583.03,303.36,8.164,7.7284,0.25024
633.14,304.44,8.1065,7.5435,0.50312
682.24,305.52,7.9581,7.4407,0.76614
729.42,306.92,7.9726,7.1867,0.85661
774.96,308.45,7.9068,6.7543,0.98516
1003,322.06,14.562,9.8033,1.2526
1003.1,322.03,6.13,4.5856,1.2086
57.317,342.33,14.684,11.08,-1.2225
24.617,342.53,14.276,10.197,-1.2578
328.42,349.23,16.911,15.867,-0.78889
377.93,349.75,17.109,16.207,-0.57112
428.7,350.39,17.179,16.546,-0.2781
480.24,351.01,17.278,16.664,-0.085503
531.96,351.61,17.246,16.639,0.1194
583.76,352.42,17.189,16.428,0.40482
634.61,353.23,16.997,16.177,0.58633
684.36,354.01,16.881,15.758,0.70123
732.53,354.8,16.584,15.224,0.94626
778.76,355.65,16.389,14.646,1.0527
328.38,349.14,8.0853,7.6122,-1.1182
377.87,349.64,8.2466,7.8919,-0.56489
428.75,350.11,8.2675,8.0158,-0.69435
480.31,350.79,8.4046,8.0667,-0.14558
532.17,351.44,8.3331,8.1934,0.10886
583.76,352.2,8.266,7.9101,0.65218
634.71,353.04,8.2358,7.8279,0.66328
684.34,353.78,8.1849,7.5716,1.0285
732.54,354.53,7.9596,7.4016,0.92298
778.8,355.46,7.993,6.9799,1.0758
1009,363.54,14.618,10.009,1.3424
1009,363.59,6.0459,4.6258,1.1733
19.014,384.98,14.409,10.36,-1.3752
51.661,385.91,15.011,11.276,-1.3431
325.24,398.88,17.018,16.36,-1.0314
375.3,399.96,17.139,16.78,-0.94724
426.79,400.89,17.367,16.976,-0.60044
479.16,401.71,17.531,17.109,0.0070682
531.61,402.32,17.461,17.169,0.30706
