5.5381,218.69,17.421,12.515,1.5422
11.072,265,17.329,12.005,1.419
1.8959,358.94,10.88,3.1906,1.554
1.939,398.35,16.711,10.818,1.1255
2.7769,399.14,4.9105,3.0574,1.217
11.914,440.11,15.953,10.064,1.1499
488.6,182.02,19.997,19.468,0.1059
548.72,181.51,20.089,19.639,0.093222
608.84,181.76,20.127,19.547,0.33355
668.18,182.89,19.739,19.372,0.67327
429.28,183.37,19.552,19.418,0.28619
725.96,184.89,19.437,18.867,1.0427
371.37,185.4,19.286,18.784,-1.389
781.6,187.33,19.124,18.109,1.3813
315.68,188.22,18.871,18.12,1.5181
834.45,190.64,18.715,17.255,1.3948
39.714,213.29,18.199,13.182,1.5619
39.302,213.42,5.5745,4.3339,1.453
5.5001,218.64,5.6771,3.8485,1.4901
489.91,240.26,19.803,19.286,0.30481
549.29,240.01,19.852,19.338,0.33984
608.76,240.24,19.815,19.412,0.068942
431.25,241.11,19.459,19.059,0.42548
667.35,241.07,19.436,19.238,0.20154
724.47,242.39,19.155,18.747,-1.5135
373.99,242.53,19.088,18.543,0.82563
779.57,244.2,18.889,17.947,-1.4345
318.9,244.36,18.703,17.941,1.2409
831.89,246.44,18.61,17.073,-1.4886
44.709,261.3,17.963,13.188,1.4184
44.562,261.48,5.4963,4.0859,1.29
10.624,265.1,5.1174,3.8573,1.3799
549.67,297.44,19.518,18.893,0.090688
433.47,297.83,19.197,18.418,0.51532
491.23,297.45,19.532,18.717,0.31135
608.27,297.59,19.55,18.747,-0.14161
665.88,298.12,19.125,18.759,-0.47129
377.17,298.54,18.898,18.104,0.79424
722.23,298.81,18.866,18.347,-0.83007
322.65,299.46,18.569,17.381,1.0117
776.43,299.92,18.528,17.584,-1.1666
828.24,301.17,18.308,16.688,-1.2521
51.096,308.46,17.771,13.056,1.3325
17.362,310.75,17.141,12.033,1.3065
50.824,308.52,5.5507,4.0577,1.341
17.254,310.94,5.2975,3.789,1.287
327.05,353,18.292,16.763,0.80031
380.61,352.93,18.594,17.471,0.71119
435.94,352.86,18.977,17.866,0.45361
492.58,352.94,19.1,18.141,0.29094
549.89,352.99,19.145,18.227,0.037182
607.31,353.11,19.109,18.201,-0.14498
663.98,353.35,18.891,18.067,-0.40295
719.13,353.7,18.591,17.634,-0.67167
772.49,354.05,18.452,17.026,-0.96392
823.47,354.46,18.032,16.118,-1.0169
58.585,354.9,17.635,12.832,1.2277
24.872,355.53,16.991,11.698,1.2583
24.778,355.68,5.4691,3.8161,1.2765
58.378,355.04,5.2832,4.1369,1.153
33.402,399.38,16.863,11.465,1.1713
67.03,399.82,17.409,12.446,1.1308
331.84,404.52,17.913,16.007,0.68164
384.29,405.16,18.197,16.636,0.56062
438.58,405.77,18.469,17.089,0.39477
494.06,406.09,18.604,17.297,0.19366
550.06,406.39,18.633,17.518,0.063249
606.13,406.44,18.644,17.476,-0.16775
661.4,406.48,18.487,17.263,-0.36502
715.52,406.44,18.27,16.877,-0.61104
767.89,406.21,17.978,16.259,-0.76213
817.94,405.74,17.667,15.382,-0.89357
33.154,399.13,5.301,3.605,1.1876
66.875,400.03,5.4846,3.7927,1.11
42.533,441.65,16.538,11.062,1.0767
76.267,443.27,17.081,12.075,1.0363
11.459,440.15,3.3564,5.1222,-0.34702
42.393,441.96,5.2255,3.3122,1.1571
75.886,443.15,5.2585,3.9261,1.1581
336.96,453.77,17.611,15.191,0.58893
388.27,454.94,17.944,15.609,0.48244
811.72,454.73,17.301,14.751,-0.77221
441.28,455.96,18.017,16.023,0.35178
495.26,456.65,18.089,16.469,0.19231
711.38,456.55,17.848,15.887,-0.46792
762.66,455.89,17.582,15.374,-0.5967
549.9,457.1,18.206,16.386,0.0126
604.62,457.19,18.19,16.428,-0.14503
658.63,457.03,18.123,16.144,-0.29347
21.762,479.51,9.6981,15.792,-0.55822
52.559,482.11,16.347,10.588,1.003
86.121,484.79,11.426,16.853,-0.61841
21.568,479.7,3.2511,4.7622,-0.53924
52.641,482.49,5.0225,3.4166,1.0777
85.929,485.08,3.5633,5.3081,-0.54325
342.33,500.23,17.175,14.34,0.50965
804.79,500.97,16.929,13.781,-0.64655
392.48,501.99,17.314,14.762,0.40479
444.02,503.4,17.559,15.198,0.31629
756.87,502.76,17.077,14.433,-0.54175
496.6,504.4,17.635,15.432,0.16133
549.77,504.87,17.734,15.479,0.0077544
655.44,504.6,17.617,15.268,-0.28911
706.94,503.85,17.394,14.84,-0.3841
602.89,505.06,17.798,15.318,-0.10493
