381.7,554.71,23.287,22.515,-0.2073
377.66,413.76,24.433,24.078,-1.3284
584.3,269.63,22.974,21.358,1.3502
1018.8,211.48,14.957,7.161,1.4383
1021.2,256.36,15.178,7.2962,1.4833
1021.5,256.18,6.9332,3.4548,1.5028
1021.8,301.93,15.066,6.9935,1.5315
1021.9,301.97,7.2258,3.0417,1.5479
1021.5,347.96,15.023,7.0493,1.5592
1022.1,347.64,7.3237,3.3271,1.5609
1020.4,393.35,15.32,7.513,-1.4808
1017.6,438.84,15.086,7.4668,-1.4416
237.73,123.57,24.209,22.208,-0.68994
308.52,123.22,23.984,22.742,-0.46957
379.68,124.4,23.651,22.756,-0.080263
449.91,127.13,23.268,22.27,0.43639
517.89,131.04,22.923,21.304,0.77593
582.8,136.14,22.427,20.131,0.88421
643.62,141.95,21.804,18.744,1.0188
700.28,148.31,21.143,17.309,1.1026
752.21,155.15,20.434,15.927,1.1729
799.8,162.13,19.695,14.455,1.2142
233.78,194.26,24.694,23.248,-0.9038
305.75,193.7,24.429,23.752,-0.79917
377.98,194.19,24.044,23.878,0.043334
449.2,195.75,23.742,23.152,0.78942
518.2,198.32,23.326,22.102,0.92767
583.78,201.7,22.801,20.802,1.1136
645.29,205.72,22.134,19.408,1.2017
702.38,210.1,21.38,17.944,1.2708
754.65,214.91,20.587,16.459,1.2919
802.46,219.72,19.83,14.996,1.3415
1019.4,211.46,7.1827,3.5697,1.4434
304.15,266.75,24.892,24.254,-1.1607
376.99,266.56,24.582,24.13,-1.3007
231.66,267.77,25.007,23.854,-1.2107
448.69,267,24.144,23.501,1.3942
518.28,268.07,23.589,22.519,1.3084
646.09,271.62,22.37,19.867,1.4093
703.46,273.75,21.569,18.328,1.4213
755.93,276.27,20.772,16.806,1.4423
803.94,278.79,20.042,15.203,1.4699
448.66,339.57,24.373,23.636,-1.5536
518.18,338.97,23.781,22.615,-1.5499
584.29,338.55,22.987,21.513,1.5672
303.92,341.27,25.005,24.251,-1.4872
376.89,340.31,24.697,24.164,-1.4856
646.18,338.4,22.466,19.858,1.5643
231.43,342.5,25.079,23.866,-1.5351
703.45,338.34,21.602,18.431,1.5685
756.23,338.41,20.815,16.805,1.5462
804.14,338.44,19.894,15.3,-1.5524
803,398.23,19.953,15.031,-1.4541
755.28,400.49,20.745,16.663,-1.4307
702.66,402.77,21.508,18.317,-1.3987
645.41,405.06,22.262,19.673,-1.391
583.84,407.41,22.984,21.178,-1.3764
518.08,409.64,23.626,22.399,-1.3469
1020.2,393.64,7.5091,3.2008,-1.5093
449.05,411.84,24.134,23.416,-1.2568
305.15,415.54,24.694,24.182,1.459
233.12,417.01,24.846,23.767,1.3033
1018,438.67,7.2537,3.8495,-1.3816
800.81,457.15,19.76,14.784,-1.3246
753.26,461.63,20.699,16.275,-1.2828
700.93,466.15,21.353,17.803,-1.2316
644.24,470.56,22.072,19.187,-1.173
583.03,474.88,22.732,20.696,-1.0946
517.92,478.98,23.195,21.794,-1.0471
449.75,482.6,23.692,22.842,-0.94114
379.28,485.64,23.813,23.647,-0.80469
307.73,488.12,24.171,23.749,0.77677
236.49,489.95,24.335,23.247,1.0298
1014,483.37,15.018,7.6148,-1.3544
1014.1,483.14,7.2343,3.7826,-1.3125
797.07,514.47,19.51,14.291,-1.1897
749.84,521.1,20.189,15.832,-1.1603
698.1,527.56,21.038,17.139,-1.0987
642.16,533.98,21.741,18.601,-1.0281
581.97,540.11,22.34,19.809,-0.88798
517.89,545.72,22.756,21.032,-0.76673
450.88,550.66,23.166,21.908,-0.51256
311.47,557.86,23.575,22.662,0.27916
241.66,559.76,23.719,22.164,0.64012
